Resource,Arizona_Li_Battery,CAISO_New_Flow_Battery,CAISO_New_Flow_Battery_12,CAISO_New_Flow_Battery_8,CAISO_New_LDES_Battery_12,CC_Power_GoalLine,CC_Power_Tumbleweed,Generic_4hr_battery_low_cost,Generic_6hr_battery,Generic_6hr_battery_low_cost,Generic_8hr_battery,Generic_8hr_battery_low_cost,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,Total
t7255,-5.321994794225842e-9,-6.78807095002817e-10,-2.944749878888533e-10,-9.112740623649005e-11,-7.455831739738986e-10,0.0,0.0,-1.6094074229452512e-8,-1.687346978822858e-8,-1.6729630678492574e-8,-1.902030598169303e-9,-2.9305551885251177e-9,-5.321994794225842e-9,-5.321994794225842e-9,-1.2411891950937884e-10,-1.2411891950937884e-10,-7.255397536766642e-8
t7256,-3.953243446055044e-7,-6.960833278849579e-9,1.0376450566024821e-9,1.0375364623542e-9,2.812418715755665e-10,0.0,0.0,-1.1157861067727718e-6,-1.4264259052209764e-6,-1.3580119085458659e-6,-4.037399082512007e-9,-7.961424989478442e-9,-3.953243446055044e-7,-3.953243446055044e-7,5.615605670998904e-10,5.615605670998904e-10,-5.1016770671822355e-6
t7257,-3.9634177745617897e-7,1.1932714116041396e-10,1.0349837974109797e-9,1.0348985399661591e-9,2.6992274401520215e-10,0.0,0.0,-1.118384621817311e-6,-1.4302759893844572e-6,-1.3617337108131806e-6,-4.0381446255814465e-9,-7.960401584007683e-9,-3.9634177745617897e-7,-3.9634177745617897e-7,5.603802701140887e-10,5.603802701140887e-10,-5.107838307830294e-6
t7258,-3.9736750384482824e-7,1.1261749706360271e-10,1.0322705605506076e-9,1.0321767373663661e-9,2.585668386058891e-10,0.0,0.0,-1.121003185394529e-6,-1.434232670004178e-6,-1.3655221513385024e-6,-4.039749186138314e-9,-7.963847464879698e-9,-3.9736750384482824e-7,-3.9736750384482824e-7,5.591899644493675e-10,5.591899644493675e-10,-5.121310103360227e-6
t7259,-3.98344733349763e-7,1.0625032695323008e-10,1.0296623177484453e-9,1.0296012246566628e-9,2.4732003052586463e-10,0.0,0.0,-1.123616816788992e-6,-1.438010171729883e-6,-1.3691458236174223e-6,-4.04008171840541e-9,-7.961249276522552e-9,-3.98344733349763e-7,-3.98344733349763e-7,5.580306677375769e-10,5.580306677375769e-10,-5.134279447945155e-6
t7260,-3.994358729053277e-7,9.921224213920545e-11,1.0268601100817335e-9,1.026773193150672e-9,2.3588184253621614e-10,0.0,0.0,-1.126282520053571e-6,-1.4422367050485155e-6,-1.3731826552821688e-6,-4.042544742615492e-9,-7.97084655101077e-9,-3.994358729053277e-7,-3.994358729053277e-7,5.568076752530411e-10,5.568076752530411e-10,-5.14852054765545e-6
t7261,-4.004325777074578e-7,9.272625376267172e-11,1.0242066090590913e-9,1.0241399230994468e-9,2.2460292540080533e-10,0.0,0.0,-1.128937874396534e-6,-1.446107072213421e-6,-1.376891674938951e-6,-4.043334446344643e-9,-7.970504052591865e-9,-4.004325777074578e-7,-4.004325777074578e-7,5.556339954745099e-10,5.556339954745099e-10,-5.161771249467945e-6
t7262,-4.015401046190373e-7,8.577909173186884e-11,1.0214550142633739e-9,1.0213751144963768e-9,2.1323187849382963e-10,0.0,0.0,-1.1316257075198445e-6,-1.4503956754135903e-6,-1.3809901891518132e-6,-4.04525584297867e-9,-7.977543609837547e-9,-4.015401046190373e-7,-4.015401046190373e-7,5.544281984274928e-10,5.544281984274928e-10,-5.176203987899335e-6
t7263,-4.026041490623312e-7,7.884971492267936e-11,1.0186885880084163e-9,1.018588134732161e-9,2.0185308055037842e-10,0.0,0.0,-1.1343250482704992e-6,-1.4545854641563549e-6,-1.3849752093552696e-6,-4.047271361363284e-9,-7.985503933579174e-9,-4.026041490623312e-7,-4.026041490623312e-7,5.53217777488201e-10,5.53217777488201e-10,-5.190306529190869e-6
t7264,-4.0367219660701175e-7,7.214016351067489e-11,1.015975421786246e-9,1.0158723747551256e-9,1.9052947853548905e-10,0.0,0.0,-1.1370382587962389e-6,-1.4586617216643668e-6,-1.3888994591014229e-6,-4.048667039777182e-9,-7.98755234525842e-9,-4.0367219660701175e-7,-4.0367219660701175e-7,5.52023532234655e-10,5.52023532234655e-10,-5.204253684265043e-6
t7265,-2.371667048487861e-9,1.464716648934224e-11,5.247580714553904e-10,5.247658396098012e-10,8.080171946568618e-11,0.0,0.0,-7.1920053396516265e-9,-7.528939990880084e-9,-7.468328410915234e-9,-4.3695381398367127e-10,-4.3056856004575745e-10,-2.371667048487861e-9,-2.371667048487861e-9,2.893935320450471e-10,2.893935320450471e-10,-2.8448037399829644e-8
t7266,-4.058300976894291e-7,2.6024098898624672e-11,1.0100855317593907e-9,1.0101649270882312e-9,1.6582108647236818e-10,0.0,0.0,-1.142511557587984e-6,-1.4669799758572498e-6,-1.3969534769441164e-6,-7.611245676800411e-10,-7.50693343875148e-10,-4.058300976894291e-7,-4.058300976894291e-7,5.495089990815307e-10,5.495089990815307e-10,-5.222136007726811e-6
t7267,-4.0670649056502883e-7,2.315415640933944e-11,-3.862552942718731e-10,-1.599909614719155e-10,-1.1556170192287324e-9,0.0,0.0,-1.1452195081071667e-6,-1.4703783362752672e-6,-1.4002251033483186e-6,-7.608874823625306e-10,-7.49969338889015e-10,-4.0670649056502883e-7,-4.0670649056502883e-7,-1.5969987643739107e-10,-1.5969987643739107e-10,-5.2394513851185276e-6
t7268,-4.080159033368575e-7,1.9596346906808443e-11,1.0046012365574837e-9,1.0047021373846055e-9,1.4302037815806091e-10,0.0,0.0,-1.1480468010854024e-6,-1.4754597684754195e-6,-1.4050830383000805e-6,-7.616761893345762e-10,-7.513005578636225e-10,-4.080159033368575e-7,-4.080159033368575e-7,5.470983199713492e-10,5.470983199713492e-10,-5.250884177879723e-6
t7269,-4.089030135078324e-7,1.674477576023891e-11,-8.094742787892046e-11,4.139653134256576e-11,-4.705168134564182e-10,0.0,0.0,-1.1507903637045994e-6,-1.4789108085853779e-6,-1.4083985174166557e-6,-7.614459982844548e-10,-7.505800480483688e-10,-4.089030135078324e-7,-4.089030135078324e-7,-8.262142788172056e-12,-8.262142788172056e-12,-5.266830603496273e-6
t7270,-4.1023176737797696e-7,1.319002558143977e-11,9.991937609971868e-10,9.992841029335042e-10,1.205068511012494e-10,0.0,0.0,-1.1536509058096468e-6,-1.4840667352819773e-6,-1.413328187564685e-6,-7.621893064225955e-10,-7.518147888161322e-10,-4.1023176737797696e-7,-4.1023176737797696e-7,5.447124442647286e-10,5.447124442647286e-10,-5.2800335352563355e-6
t7271,-3.8308646815796005e-9,5.201172220820282e-12,4.1864469285701703e-10,4.2318061992450907e-10,5.904285132468706e-11,0.0,0.0,-1.1596993195210987e-8,-1.2144403130202178e-8,-1.2047304246334432e-8,-4.941318421161771e-10,-4.870489622561378e-10,-3.8308646815796005e-9,-3.8308646815796005e-9,2.3823822324679446e-10,2.3823822324679446e-10,-4.687992963803809e-8
t7272,-4.1246193904630784e-7,6.906865976484566e-12,9.939417965968914e-10,9.939918818348238e-10,9.858871242923508e-11,0.0,0.0,-1.1593195136333952e-6,-1.4927547274681508e-6,-1.4216462365729635e-6,-7.625471839564295e-10,-7.519888601916936e-10,-4.1246193904630784e-7,-4.1246193904630784e-7,5.423715204798084e-10,5.423715204798084e-10,-5.3094426585597845e-6
t7273,-6.976669246178859e-9,2.155935539067926e-12,6.827027062458371e-10,6.827070473621329e-10,5.605474761086653e-11,0.0,0.0,-2.10651767858246e-8,-2.2086298845661342e-8,-2.1905826985266344e-8,-5.588776009675839e-10,-5.508755619824245e-10,-6.976669246178859e-9,-6.976669246178859e-9,3.7593823264687707e-10,3.7593823264687707e-10,-8.49215666161872e-8
t7274,-4.145435436737276e-7,8.01589726089984e-13,9.88675613527886e-10,9.88706586245251e-10,7.679894110124645e-11,0.0,0.0,-1.16504725516898e-6,-1.5009000186891998e-6,-1.4294521339454236e-6,-7.629184232963628e-10,-7.522656977077363e-10,-4.145435436737276e-7,-4.145435436737276e-7,5.400397298605125e-10,5.400397298605125e-10,-5.337410160755469e-6
t7275,-6.554446790321666e-9,-2.245510850102742e-12,6.697267677592701e-10,6.697281736530284e-10,4.1140821417137465e-11,0.0,0.0,-1.979532645514537e-8,-2.0749997967192703e-8,-2.058216940083396e-8,-5.528137509044205e-10,-5.449296945696337e-10,-6.554446790321666e-9,-6.554446790321666e-9,3.6929408733527684e-10,3.6929408733527684e-10,-7.977163921296119e-8
t7276,-4.1683313220076564e-7,-5.581027705258843e-12,9.83285791892958e-10,9.833080441622086e-10,5.4180140161707726e-11,0.0,0.0,-1.1708343462606087e-6,-1.5098484962814797e-6,-1.4380193607744475e-6,-7.634305273860557e-10,-7.527770244986118e-10,-4.1683313220076564e-7,-4.1683313220076564e-7,5.376667607057487e-10,5.376667607057487e-10,-5.367627281000795e-6
t7277,-6.896183718254485e-9,-6.677582342052505e-12,6.732614353819421e-10,6.732613290594863e-10,2.7485048734674172e-11,0.0,0.0,-2.082148659081722e-8,-2.182741871554066e-8,-2.1651454391582702e-8,-5.582818518982906e-10,-5.503576175840828e-10,-6.896183718254485e-9,-6.896183718254485e-9,3.715609741516661e-10,3.715609741516661e-10,-8.398709814304904e-8
t7278,-4.1936179188294233e-7,-1.2434219882619254e-11,9.77653913008485e-10,9.77680685236217e-10,3.117806364909893e-11,0.0,0.0,-1.1766948613582608e-6,-1.5197188127842745e-6,-1.4474616622291615e-6,-7.642179544894717e-10,-7.538042534048683e-10,-4.1936179188294233e-7,-4.1936179188294233e-7,5.352102347280021e-10,5.352102347280021e-10,-5.40043423531695e-6
t7279,-9.716536772926572e-10,-6.7176345182393245e-12,3.6104444349337497e-10,3.6104725561000515e-10,6.30881588289448e-12,0.0,0.0,-2.952169370259429e-9,-3.0879840069437337e-9,-3.064415329624956e-9,-3.278624218003571e-10,-3.232137922676572e-10,-9.716536772926572e-10,-9.716536772926572e-10,2.0176911942361768e-10,2.0176911942361768e-10,-1.1545384833458834e-8
t7280,-4.217342181771945e-7,-1.907193261939576e-11,9.7206796444391e-10,9.721017275129153e-10,8.245824127377559e-12,0.0,0.0,-1.1826132962614806e-6,-1.529011904735916e-6,-1.456361282830982e-6,-7.649775592949831e-10,-7.548592484033658e-10,-4.217342181771945e-7,-4.217342181771945e-7,5.327792994664756e-10,5.327792994664756e-10,-5.431710072985263e-6
t7281,-1.256710453874287e-10,-3.1338911375478027e-12,1.1572022069052359e-10,1.157232977195039e-10,-1.5983068218990813e-13,0.0,0.0,-3.8283130440129405e-10,-4.00383680721771e-10,-3.973527543954824e-10,-1.173702539470462e-10,-1.1570134633256813e-10,-1.256710453874287e-10,-1.256710453874287e-10,6.562999216229569e-11,6.562999216229569e-11,-1.4312426950455667e-9
t7282,-5.399538768946236e-9,-1.6949315882487953e-11,6.27711832701017e-10,6.277101991331521e-10,-7.966817580638801e-12,0.0,0.0,-1.6320704663868606e-8,-1.7094658040089076e-8,-1.696097271923648e-8,-5.336683933394062e-10,-5.262793796332704e-10,-5.399538768946236e-9,-5.399538768946236e-9,3.47825020612587e-10,3.47825020612587e-10,-6.570874356340933e-8
t7283,-7.510083407870581e-10,-1.0047205340016561e-11,3.1847885797791833e-10,3.18475055117333e-10,-6.356241903712099e-12,0.0,0.0,-2.282717903272372e-9,-2.387314656490445e-9,-2.3693505834140382e-9,-2.964162991095113e-10,-2.922310377004193e-10,-7.510083407870581e-10,-7.510083407870581e-10,1.786590301055982e-10,1.786590301055982e-10,-8.903186976285242e-9
t7284,-9.51426304346083e-10,-1.2298020026290197e-11,3.5265991766909805e-10,3.52658223577685e-10,-1.0613541015216425e-11,0.0,0.0,-2.890532354093424e-9,-3.02303122089938e-9,-3.000336170378214e-9,-3.25389834347424e-10,-3.208133083259791e-10,-9.51426304346083e-10,-9.51426304346083e-10,1.9763725470561927e-10,1.9763725470561927e-10,-1.1336700711466156e-8
t7285,-7.364106517848888e-10,-1.2057484233939683e-11,3.1370833258302154e-10,3.137038499844997e-10,-1.225170766506538e-11,0.0,0.0,-2.2383353049622756e-9,-2.34075836320246e-9,-2.3232607811294732e-9,-2.9412587359108976e-10,-2.899901782815721e-10,-7.364106517848888e-10,-7.364106517848888e-10,1.7620417037234174e-10,1.7620417037234174e-10,-8.740191125108337e-9
t7286,-3.394634276608401e-10,-9.059349952474511e-12,2.1062701706981948e-10,2.1062666977151863e-10,-9.861208552625853e-12,0.0,0.0,-1.0329674293221957e-9,-1.0801701336792145e-9,-1.0721269953065081e-9,-2.0636594128882235e-10,-2.0346770791637366e-10,-3.394634276608401e-10,-3.394634276608401e-10,1.1901214054730943e-10,1.1901214054730943e-10,-3.973131081064778e-9
t7287,-8.922873231348541e-10,-1.5373618881953025e-11,3.3991112945792806e-10,3.3990528438462964e-10,-2.0082942740380365e-11,0.0,0.0,-2.7110507670932e-9,-2.835029955355413e-9,-2.813962147779627e-9,-3.176060981272748e-10,-3.1316168990673504e-10,-8.922873231348541e-10,-8.922873231348541e-10,1.9089108241541144e-10,1.9089108241541144e-10,-1.0641530610615764e-8
t7288,-3.865885435542255e-9,-2.7364817874891284e-11,5.666895529374181e-10,5.666764882527024e-10,-4.2983429014978404e-11,0.0,0.0,-1.1698409352261797e-8,-1.224459953344301e-8,-1.2151921169646922e-8,-4.972672886372204e-10,-4.904778695545388e-10,-3.865885435542255e-9,-3.865885435542255e-9,3.1561780754744646e-10,3.1561780754744646e-10,-4.698607811077511e-8
t7289,-6.326501526292812e-10,-1.521910357345085e-11,2.8845312991525933e-10,2.884482259615396e-10,-2.2322604474097907e-11,0.0,0.0,-1.9232982043102653e-9,-2.01105084965936e-9,-1.9962175891686754e-9,-2.7615370595013066e-10,-2.723045001749075e-10,-6.326501526292812e-10,-6.326501526292812e-10,1.6256457367854476e-10,1.6256457367854476e-10,-7.512486511964843e-9
t7290,-4.3390794127338136e-7,-5.1418324620350256e-11,9.450595971742488e-10,9.450341569245966e-10,-1.0305404365149387e-10,0.0,0.0,-1.2130895516614175e-6,-1.5769154946522414e-6,-1.5022126475558817e-6,-7.677159835469287e-10,-7.577360869595319e-10,-4.3390794127338136e-7,-4.3390794127338136e-7,5.208919991845931e-10,5.208919991845931e-10,-5.592689564375995e-6
t7291,-1.100484444152324e-9,-2.1898132692003304e-11,2.6668880280726743e-11,6.027434563338053e-11,-3.689529971870265e-11,0.0,0.0,-3.3419334052679027e-9,-3.4944995142756784e-9,-3.4688522709226696e-9,-3.439140077823968e-10,-3.3919685272827457e-10,-1.100484444152324e-9,-1.100484444152324e-9,3.1568340271206646e-11,3.1568340271206646e-11,-1.419856290938808e-8
t7292,-4.364311352918317e-7,-5.805465237652594e-11,9.39553212081079e-10,9.39515668582547e-10,-1.255764593858782e-10,0.0,0.0,-1.219368565223256e-6,-1.586879188522158e-6,-1.5117515819236694e-6,-7.684525218821161e-10,-7.58733086096877e-10,-4.364311352918317e-7,-4.364311352918317e-7,5.184862889067441e-10,5.184862889067441e-10,-5.626087516805843e-6
t7293,-3.1640440215847555e-9,-3.4668812272584557e-11,3.912039449477873e-11,7.939385704090767e-11,-6.76071467028753e-11,0.0,0.0,-9.580339088838122e-9,-1.0023631124577492e-8,-9.949457882509508e-9,-4.743206296604463e-10,-4.678656963257794e-10,-3.1640440215847555e-9,-3.1640440215847555e-9,1.0284173233692883e-11,1.0284173233692883e-11,-3.9950939847637995e-8
t7294,-4.389779178395035e-7,-6.451289340208433e-11,9.342031151527681e-10,9.341526124061898e-10,-1.4761824156817146e-10,0.0,0.0,-1.2257190002905531e-6,-1.5969586423483165e-6,-1.521396851190948e-6,-7.689355319837716e-10,-7.591491837389294e-10,-4.389779178395035e-7,-4.389779178395035e-7,5.161243044714665e-10,5.161243044714665e-10,-5.6598478588625194e-6
t7295,-2.5153283603830913e-9,-3.588385646382554e-11,4.894203403759912e-10,4.894000671756142e-10,-7.250871829142233e-11,0.0,0.0,-7.621428562944562e-9,-7.972001377751813e-9,-7.913697580334502e-9,-4.469553872553765e-10,-4.4084873198246873e-10,-2.5153283603830913e-9,-2.5153283603830913e-9,2.743424315044256e-10,2.743424315044256e-10,-3.052180402561279e-8
t7296,-4.4151778884843507e-7,-7.085141749161588e-11,9.289095284276852e-10,9.288508210881525e-10,-1.2354197877217766e-9,0.0,0.0,-1.232142076920196e-6,-1.6070421848412934e-6,-1.531040673460833e-6,-7.693246678743939e-10,-7.593739064517098e-10,-4.4151778884843507e-7,-4.4151778884843507e-7,5.137820059401143e-10,5.137820059401143e-10,-5.694727947185771e-6
t7297,-3.884097855878656e-9,-4.435387036887068e-11,5.523960671568065e-10,5.52373259353705e-10,-9.690493077601265e-11,0.0,0.0,-1.1750709503074156e-8,-1.2296611597142332e-8,-1.2206284679604618e-8,-4.98644239062199e-10,-4.918556991947337e-10,-3.884097855878656e-9,-3.884097855878656e-9,3.092487532029719e-10,3.092487532029719e-10,-4.7314391253942435e-8
t7298,-4.439508209262153e-7,-7.705340048266e-11,9.236193578679955e-10,9.235555069574288e-10,-1.886071703986937e-9,0.0,0.0,-1.2386372728852248e-6,-1.6167182561446921e-6,-1.5403054821602894e-6,-7.697064072122658e-10,-7.59636961915023e-10,-4.439508209262153e-7,-4.439508209262153e-7,5.114439285172531e-10,5.114439285172531e-10,-5.728135879720589e-6
t7299,-9.497146262794985e-8,-7.615053410359801e-11,8.739162101581434e-10,8.738768995980156e-10,-2.1316728472167503e-10,0.0,0.0,-2.795374625500885e-7,-3.0528185445010536e-7,-3.0083761877077386e-7,-7.370607238939621e-10,-7.271261612217226e-10,-9.497146262794985e-8,-9.497146262794985e-8,4.848028497676664e-10,4.848028497676664e-10,-1.1696074295494668e-6
t7300,-4.46825798028826e-7,-8.39599159597598e-11,9.181769140470725e-10,9.181004679636234e-10,-2.4239755538654055e-10,0.0,0.0,-1.2452140320745656e-6,-1.6281520387677202e-6,-1.5512350589562201e-6,-7.703841131832899e-10,-7.603802430477201e-10,-4.46825798028826e-7,-4.46825798028826e-7,5.090577178417829e-10,5.090577178417829e-10,-5.764081252894867e-6
t7301,-4.4815756270423003e-7,-8.674851157596117e-11,9.157360851954638e-10,9.156867318162705e-10,-2.547633936526911e-10,0.0,0.0,-1.2485181727703314e-6,-1.633457620309675e-6,-1.5562916301020873e-6,-7.702109766394723e-10,-7.599100761848855e-10,-4.4815756270423003e-7,-4.4815756270423003e-7,5.079567780287013e-10,5.079567780287013e-10,-5.781764407879768e-6
t7302,-4.4952606810185635e-7,-9.091208142225043e-11,9.126159240729887e-10,9.124971618755035e-10,-2.687551951468341e-10,0.0,0.0,-1.251875801230812e-6,-1.638870656733724e-6,-1.561507839200118e-6,-7.713424736963471e-10,-7.61858476309673e-10,-4.4952606810185635e-7,-4.4952606810185635e-7,5.066310887535282e-10,5.066310887535282e-10,-5.799886994433342e-6
t7303,-6.918502894006993e-9,-6.578124446503936e-11,5.621584161907845e-10,5.625498043487054e-10,-1.7171664092375377e-10,0.0,0.0,-2.0877915063392243e-8,-2.186994730610368e-8,-2.1709226087239356e-8,-5.628975077498074e-10,-5.554422333569162e-10,-6.918502894006993e-9,-6.918502894006993e-9,3.1900164627747956e-10,3.1900164627747956e-10,-8.480572325215731e-8
t7304,-4.5225720712265226e-7,-9.758079543398684e-11,9.07236433279958e-10,9.070983270829944e-10,-2.948669772744908e-10,0.0,0.0,-1.2586220218716277e-6,-1.6497690364514442e-6,-1.57193674439687e-6,-7.719571233997432e-10,-7.625230275733908e-10,-4.5225720712265226e-7,-4.5225720712265226e-7,5.042594077749285e-10,5.042594077749285e-10,-5.836203498435667e-6
t7305,-3.058498674136283e-8,-8.632190047467589e-11,7.836546041776572e-10,7.836094165508205e-10,-9.571644178613434e-10,0.0,0.0,-9.134343158788994e-8,-9.670858996310384e-8,-9.582789979456965e-8,-6.847825404876117e-10,-6.756359233763775e-10,-3.058498674136283e-8,-3.058498674136283e-8,4.372956319457814e-10,4.372956319457814e-10,-3.755969310672319e-7
t7306,-6.738559101007787e-8,-1.5701287265488976e-9,-6.088984656088491e-10,-6.089794599388695e-10,-2.300502460998216e-9,0.0,0.0,-1.993858716262555e-7,-2.1481130839631953e-7,-2.1223696142085492e-7,-1.95491929217379e-9,-3.0450920569907553e-9,-6.738559101007787e-8,-6.738559101007787e-8,-2.1072265131134544e-10,-2.1072265131134544e-10,-8.391008802385455e-7
t7307,-4.5640748234999133e-7,-1.2492260123043077e-10,1.0522233856303641e-9,1.0521392546244465e-9,-3.9116932300417675e-10,0.0,0.0,-1.2688830130185713e-6,-1.6663685188485514e-6,-1.587800626588739e-6,-9.25011126624729e-10,-1.0625970025587442e-9,-4.5640748234999133e-7,-4.5640748234999133e-7,5.849652868241738e-10,5.849652868241738e-10,-5.8915040123453506e-6
t7308,-4.578142643435234e-7,-1.2920471086314272e-10,1.048950997247832e-9,1.0488245087530899e-9,-4.0667317249674755e-10,0.0,0.0,-1.2723524848989718e-6,-1.672017943631083e-6,-1.593210371646875e-6,-9.257575655781609e-10,-1.0637455983667753e-9,-4.578142643435234e-7,-4.578142643435234e-7,5.835392609392626e-10,5.835392609392626e-10,-5.910284120226925e-6
t7309,-4.590099715214055e-7,-1.3234949564276627e-10,1.045951185574914e-9,1.045855323626573e-9,-4.214869136141511e-10,0.0,0.0,-1.2758325362407833e-6,-1.6768298857690666e-6,-1.5978145988154886e-6,-9.256158984860488e-10,-1.0634269903773498e-9,-4.590099715214055e-7,-4.590099715214055e-7,5.822079159340537e-10,5.822079159340537e-10,-5.926793592346606e-6
t7310,-4.606744677587172e-7,-1.3721074692049924e-10,1.042604508803643e-9,1.0424578875693174e-9,-4.371279997440508e-10,0.0,0.0,-1.2793582248775808e-6,-1.6834960206226967e-6,-1.6041991771603509e-6,-9.266131348728408e-10,-1.0648774202132176e-9,-4.606744677587172e-7,-4.606744677587172e-7,5.807543822935784e-10,5.807543822935784e-10,-5.948396084077571e-6
t7311,-4.621174909954673e-7,-1.4090992541383604e-10,1.0395211441389904e-9,1.0394075453297352e-9,-4.521136075179132e-10,0.0,0.0,-1.282893909814857e-6,-1.689308101898136e-6,-1.6097366912792388e-6,-9.266100225983745e-10,-1.0646354983960202e-9,-4.621174909954673e-7,-4.621174909954673e-7,5.793882599028577e-10,5.793882599028577e-10,-5.9676377398232856e-6
t7312,-4.635749845754136e-7,-1.4509118117211187e-10,1.036290763829278e-9,1.0361378802153943e-9,-4.674531788313553e-10,0.0,0.0,-1.2864659220256383e-6,-1.6951736399802861e-6,-1.6153756518047428e-6,-9.273297846559732e-10,-1.0657234960218657e-9,-4.635749845754136e-7,-4.635749845754136e-7,5.779800556222024e-10,5.779800556222024e-10,-5.9871173764223e-6
t7313,-5.89443943808087e-9,-9.490225047051486e-11,5.900915861375465e-10,5.90583754025619e-10,-2.694734991046541e-10,0.0,0.0,-1.7795781522233057e-8,-1.8629642654016837e-8,-1.8497940844387152e-8,-6.364642098822612e-10,-7.11769927855348e-10,-5.89443943808087e-9,-5.89443943808087e-9,3.375864520234955e-10,3.375864520234955e-10,-7.246344497798228e-8
t7314,-4.66519589499341e-7,-1.5321702549225673e-10,1.0299204057932051e-9,1.029732236280905e-9,-4.982338227107076e-10,0.0,0.0,-1.2936692256340311e-6,-1.7070306303238718e-6,-1.6267348711081534e-6,-9.28378393824607e-10,-1.0672841454836875e-9,-4.66519589499341e-7,-4.66519589499341e-7,5.751892032960212e-10,5.751892032960212e-10,-6.026430577902924e-6
t7315,-2.368372037925372e-9,-7.661692089217015e-11,4.227408826316887e-10,4.2371351368457564e-10,-2.0556518661464342e-10,0.0,0.0,-7.174488834815574e-9,-7.500322372598078e-9,-7.449222439754794e-9,-5.054404185591933e-10,-5.573735413229172e-10,-2.368372037925372e-9,-2.368372037925372e-9,2.4528001464807143e-10,2.4528001464807143e-10,-2.9237131402721078e-8
t7316,-4.695044295692329e-7,-1.6120742175678292e-10,1.0236138393257701e-9,1.0234153632403835e-9,-5.284815191649636e-10,0.0,0.0,-1.3009609140805444e-6,-1.7190881037593055e-6,-1.638286505963552e-6,-9.291950400647516e-10,-1.068370721257229e-9,-4.695044295692329e-7,-4.695044295692329e-7,5.724179949664779e-10,5.724179949664779e-10,-6.066344202020845e-6
t7317,-4.7099704948610756e-7,-1.643443274665401e-10,1.0206557203107887e-9,1.0205343131513364e-9,-5.428153179387443e-10,0.0,0.0,-1.3046288933537238e-6,-1.7250826302813855e-6,-1.643976621188121e-6,-9.285720355018198e-10,-1.0670224546929995e-9,-4.7099704948610756e-7,-4.7099704948610756e-7,5.710954282227453e-10,5.710954282227453e-10,-6.086198666527245e-6
t7318,-4.7253001558952314e-7,-1.6906020835939534e-10,1.0173507746244756e-9,1.017157326976731e-9,-5.585906772578722e-10,0.0,0.0,-1.3083439585233338e-6,-1.731315331594174e-6,-1.6499991284642165e-6,-9.298129797729813e-10,-1.0690442283397557e-9,-4.7253001558952314e-7,-4.7253001558952314e-7,5.696609900169588e-10,5.696609900169588e-10,-6.106801143362388e-6
t7319,-4.870759449096295e-7,-1.542560859614809e-10,9.123485244496312e-10,9.12249947513e-10,-4.968622236691348e-10,0.0,0.0,-1.351373872141543e-6,-1.5828082320171841e-7,-1.5668123975781326e-7,-8.503746873190909e-10,-9.70495850152848e-10,-4.870759449096295e-7,-4.870759449096295e-7,5.125408321541931e-10,5.125408321541931e-10,-3.127186078540795e-6
t7320,-4.7558500575503704e-7,-1.5859552897853575e-10,9.093887754708903e-10,9.092310514012738e-10,-5.105245820372744e-10,0.0,0.0,-1.3158029010150406e-6,-1.5841884406867317e-7,-1.5682548845815403e-7,-8.513807334256351e-10,-9.718843248805471e-10,-4.7558500575503704e-7,-4.7558500575503704e-7,5.112485309654916e-10,5.112485309654916e-10,-3.0574535190874977e-6
t7321,-1.4701297461226795e-9,-6.787828019000232e-11,3.8355901109032186e-10,3.835097810450665e-10,-1.777475785991077e-10,0.0,0.0,-5.744161512971696e-9,-3.863693245382396e-9,-3.838173505172948e-9,-4.0446129249237607e-10,-4.407237303704342e-10,-1.4701297461226795e-9,-1.4701297461226795e-9,2.1954857756476706e-10,2.1954857756476706e-10,-1.7741062436282074e-8
t7322,-1.1346501648287756e-7,-1.5744498906919095e-10,8.603831534508416e-10,8.602347877513902e-10,-9.453024648847321e-10,0.0,0.0,-1.3233638909231545e-6,-9.77707957750493e-8,-9.693260686792071e-8,-8.173865919366078e-10,-9.301586524151283e-10,-1.1346501648287756e-7,-1.1346501648287756e-7,4.849251991796097e-10,4.849251991796097e-10,-1.8586221673735012e-6
t7323,-9.319944388084317e-9,-1.199354295903595e-10,6.474391232035313e-10,6.47375877592309e-10,-3.6462719097426233e-10,0.0,0.0,-3.467236701316882e-8,-1.9394760866405754e-8,-1.9262496037136522e-8,-6.42900429390456e-10,-7.195016149808455e-10,-9.319944388084317e-9,-9.319944388084317e-9,3.674569594674247e-10,3.674569594674247e-10,-1.0110669282616928e-7
t7324,-1.1372858747407528e-7,-1.6396896310062503e-10,8.550897085527221e-10,8.549505056516247e-10,-5.391792461050753e-10,0.0,0.0,-1.331038867244071e-6,-9.789251198265928e-8,-9.705936949334135e-8,-8.177449974723321e-10,-9.30543458837162e-10,-1.1372858747407528e-7,-1.1372858747407528e-7,4.825931052386327e-10,4.825931052386327e-10,-1.866952721383131e-6
t7325,-5.300051631541077e-8,-1.5796015677626212e-10,8.107229950690746e-10,8.106437971294686e-10,-5.156841235313194e-10,0.0,0.0,-2.987985441684916e-7,-6.60903048801588e-8,-6.557719330342977e-8,-7.833134146962964e-10,-8.885882683597989e-10,-5.300051631541077e-8,-5.300051631541077e-8,4.5839357613615574e-10,4.5839357613615574e-10,-5.892749833172053e-7
